HELPDESK KNOWLEDGE SNIPPET — DEMO
========================================================================

Q0: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-0. 
Q261: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-21. 
Q262: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-22. 
Q263: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-23. 
Q264: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-24. 
Q265: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-25. 
Q266: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-26. 
Q267: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-27. 
Q268: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-28. 
Q269: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-29. 
Q270: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-30. 
Q271: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-31. 
Q272: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-32. 
Q273: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-33. 
Q274: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-34. 
Q275: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-35. 
Q276: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-36. 
Q277: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-37. 
Q278: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-38. 
Q279: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-39. 
Q280: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-0. 
Q281: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-1. 
Q282: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-2. 
Q283: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-3. 
Q284: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-4. 
Q285: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-5. 
Q286: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-6. 
Q287: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-7. 
Q288: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-8. 
Q289: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-9. 
Q290: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-10. 
Q291: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-11. 
Q292: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-12. 
Q293: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-13. 
Q294: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-14. 
Q295: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-15. 
Q296: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-16. 
Q297: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-17. 
Q298: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-18. 
Q299: How do I claim LTA / medical / WFH stipend? A: Submit bills in portal, finance SLA 5 days; see policy P-19. 
